locality,canton
Simplon Hospiz,Valais
Sion,Valais
Siviez (Nendaz),Valais
Sornard (Nendaz),Valais
St-Gingolph,Valais
St-Jean VS,Valais
St-Luc,Valais
St-Léonard,Valais
St-Martin VS,Valais
St-Maurice,Valais
St-Pierre-de-Clages,Valais
St-Romain (Ayent),Valais
St-Séverin,Valais
St. German,Valais
St. Niklaus VS,Valais
Stalden VS,Valais
Staldenried,Valais
Steg VS,Valais
Steinhaus,Valais
Suen (St-Martin),Valais
Susten,Valais
Termen,Valais
Thyon,Valais
Torgon,Valais
Trient,Valais
Trogne (St-Martin),Valais
Troistorrents,Valais
Turin (Salins),Valais
Turtmann,Valais
Täsch,Valais
Törbel,Valais
Ulrichen,Valais
Unterbäch VS,Valais
Unterems,Valais
Uvrier,Valais
Val-d'Illiez,Valais
Varen,Valais
Vens (Sembrancher),Valais
Venthône,Valais
Verbier,Valais
Vercorin,Valais
Vernamiège,Valais
Vernayaz,Valais
Versegères,Valais
Vex,Valais
Veyras,Valais
Veysonnaz,Valais
Vichères (Liddes),Valais
Villa (Ayent),Valais
Villa (Evolène),Valais
Vionnaz,Valais
Visp,Valais
Visperterminen,Valais
Vissoie,Valais
Vollèges,Valais
Vouvry,Valais
Vérossaz,Valais
Vétroz,Valais
Wiler (Lötschen),Valais
Zeneggen,Valais
Zermatt,Valais
Zinal,Valais
Aclens,Vaud
Agiez,Vaud
Aigle,Vaud
Allaman,Vaud
Allens,Vaud
Apples,Vaud
Aran,Vaud
Arnex-sur-Nyon,Vaud
Arnex-sur-Orbe,Vaud
Arveyes,Vaud
Arzier-Le Muids,Vaud
Assens,Vaud
Aubonne,Vaud
Avenches,Vaud
Ballaigues,Vaud
Ballens,Vaud
Bassins,Vaud
Baulmes,Vaud
Bavois,Vaud
Begnins,Vaud
Bellerive VD,Vaud
Belmont-sur-Lausanne,Vaud
Belmont-sur-Yverdon,Vaud
Bercher,Vaud
Berolle,Vaud
Bettens,Vaud
Bex,Vaud
Bioley-Magnoux,Vaud
Bioley-Orjulaz,Vaud
Bière,Vaud
Blonay,Vaud
Bofflens,Vaud
Bogis-Bossey,Vaud
Bonvillars,Vaud
Borex,Vaud
Bottens,Vaud
Bougy-Villars,Vaud
Boulens,Vaud
Bournens,Vaud
Boussens,Vaud
Bremblens,Vaud
Brenles,Vaud
Brent,Vaud
Bretigny-sur-Morrens,Vaud
Bretonnières,Vaud
Buchillon,Vaud
Bullet,Vaud
Bursinel,Vaud
Bursins,Vaud
Burtigny,Vaud
Bussigny,Vaud
Bussigny-sur-Oron,Vaud
Bussy-Chardonney,Vaud
Bussy-sur-Moudon,Vaud
Carrouge VD,Vaud
Caux,Vaud
Cerniaz VD,Vaud
Chabrey,Vaud
Chailly-Montreux,Vaud
Chamblon,Vaud
Chamby,Vaud
Champagne,Vaud
Champtauroz,Vaud
Champvent,Vaud
Chanéaz,Vaud
Chapelle-sur-Moudon,Vaud
Chardonne,Vaud
Chavannes-de-Bogis,Vaud
Chavannes-des-Bois,Vaud
Chavannes-le-Chêne,Vaud
Chavannes-le-Veyron,Vaud
Chavannes-près-Renens,Vaud
Chavannes-sur-Moudon,Vaud
Chavornay,Vaud
Chenaux,Vaud
Chernex,Vaud
Chesalles-sur-Moudon,Vaud
Chesalles-sur-Oron,Vaud
Cheseaux-Noréaz,Vaud
Cheseaux-sur-Lausanne,Vaud
Chesières,Vaud
Chessel,Vaud
Chevilly,Vaud
Chevroux,Vaud
Chexbres,Vaud
Chigny,Vaud
Château-d'Oex,Vaud
Châtillens,Vaud
Chéserex,Vaud
Chêne-Pâquier,Vaud
Clarens,Vaud
Clarmont,Vaud
Coinsins,Vaud
Colombier VD,Vaud
Combremont-le-Grand,Vaud
Combremont-le-Petit,Vaud
Commugny,Vaud
Concise,Vaud
Constantine,Vaud
Coppet,Vaud
Corbeyrier,Vaud
Corcelles-le-Jorat,Vaud
Corcelles-près-Concise,Vaud
Corcelles-près-Payerne,Vaud
Corcelles-sur-Chavornay,Vaud
Correvon,Vaud
Corseaux,Vaud
Corsier-sur-Vevey,Vaud
Cossonay-Ville,Vaud
Cottens VD,Vaud
Cotterd,Vaud
Cousset,Vaud
Couvet,Vaud
Crans VD,Vaud
Crassier,Vaud
Cremin,Vaud
Crissier,Vaud
Cronay,Vaud
Croy,Vaud
Cuarnens,Vaud
Cuarny,Vaud
Cudrefin,Vaud
Cugy VD,Vaud
Cully,Vaud
Curtilles,Vaud
Daillens,Vaud
Denens,Vaud
Denezy,Vaud
Denges,Vaud
Dizy,Vaud
Domdidier,Vaud
Dommartin,Vaud
Dompierre VD,Vaud
Donatyre,Vaud
Donneloye,Vaud
Duillier,Vaud
Dully,Vaud
Démoret,Vaud
Echallens,Vaud
Echandens,Vaud
Echichens,Vaud
Eclagnens,Vaud
Eclépens,Vaud
Ecoteaux,Vaud
Ecublens VD,Vaud
Epalinges,Vaud
Epautheyres,Vaud
Ependes VD,Vaud
Epesses,Vaud
Essert-Pittet,Vaud
Essert-sous-Champvent,Vaud
Essertes,Vaud
Essertines-sur-Rolle,Vaud
Essertines-sur-Yverdon,Vaud
Etagnières,Vaud
Etoy,Vaud
Eysins,Vaud
Faoug,Vaud
Fenalet-sur-Bex,Vaud
Fenil-sur-Corsier,Vaud
Ferlens VD,Vaud
Ferreyres,Vaud
Fey,Vaud
Fiez,Vaud
Flendruz,Vaud
Fontaines-sur-Grandson,Vaud
Fontanezier,Vaud
Forel (Lavaux),Vaud
Forel-sur-Lucens,Vaud
Founex,Vaud
Frenières-sur-Bex,Vaud
Froideville,Vaud
Féchy,Vaud
Genolier,Vaud
Giez,Vaud
Gilly,Vaud
Gimel,Vaud
Gingins,Vaud
Givrins,Vaud
Gland,Vaud
Glion,Vaud
Gollion,Vaud
Gossens,Vaud
Goumoens-la-Ville,Vaud
Goumoens-le-Jux,Vaud
Grancy,Vaud
Grandcour,Vaud
Grandevent,Vaud
Grandson,Vaud
Grandvaux,Vaud
Granges-près-Marnand,Vaud
Grens,Vaud
Gressy,Vaud
Gryon,Vaud
Henniez,Vaud
Hermenches,Vaud
Huémoz,Vaud
Jongny,Vaud
Jouxtens-Mézery,Vaud
Juriens,Vaud
L'Abbaye,Vaud
L'Abergement,Vaud
L'Auberson,Vaud
L'Etivaz,Vaud
L'Isle,Vaud
L'Orient,Vaud
La Chaux (Cossonay),Vaud
La Comballaz,Vaud
La Conversion,Vaud
La Coudre,Vaud
La Croix (Lutry),Vaud
La Cure,Vaud
La Forclaz VD,Vaud
La Lécherette,Vaud
La Praz,Vaud
La Rippe,Vaud
La Russille,Vaud
La Sagne (Ste-Croix),Vaud
La Sarraz,Vaud
La Tine,Vaud
La Tour-de-Peilz,Vaud
La Vraconnaz,Vaud
Lausanne,Vaud
Lausanne 25,Vaud
Lausanne 26,Vaud
Lausanne 27,Vaud
Lavey-Village,Vaud
Lavey-les-Bains,Vaud
Lavigny,Vaud
Le Brassus,Vaud
Le Château-de-Ste-Croix,Vaud
Le Lieu,Vaud
Le Mont-Pèlerin,Vaud
Le Mont-sur-Lausanne,Vaud
Le Pont,Vaud
Le Sentier,Vaud
Le Solliat,Vaud
Le Séchey,Vaud
Le Sépey,Vaud
Le Vaud,Vaud
Les Avants,Vaud
Les Bioux,Vaud
Les Charbonnières,Vaud
Les Clées,Vaud
Les Cullayes,Vaud
Les Diablerets,Vaud
Les Monts-de-Corsier,Vaud
Les Monts-de-Pully,Vaud
Les Mosses,Vaud
Les Moulins,Vaud
Les Plans-sur-Bex,Vaud
Les Posses-sur-Bex,Vaud
Les Rasses,Vaud
Les Tavernes,Vaud
Les Thioleyres,Vaud
Leysin,Vaud
Lignerolle,Vaud
Lonay,Vaud
Longirod,Vaud
Lovatens,Vaud
Lucens,Vaud
Luins,Vaud
Lully VD,Vaud
Lussery-Villars,Vaud
Lussy-sur-Morges,Vaud
Lutry,Vaud
Maracon,Vaud
Marchissy,Vaud
Marnand,Vaud
Martherenges,Vaud
Mathod,Vaud
Mauborget,Vaud
Mauraz,Vaud
Mex VD,Vaud
Mies,Vaud
Misery,Vaud
Missy,Vaud
Moiry VD,Vaud
Mollens VD,Vaud
Mollie-Margot,Vaud
Molondin,Vaud
Monnaz,Vaud
Mont-la-Ville,Vaud
Mont-sur-Rolle,Vaud
Montagny-près-Yverdon,Vaud
Montaubion-Chardonney,Vaud
Montcherand,Vaud
Montherod,Vaud
Montmagny,Vaud
Montpreveyres,Vaud
Montreux,Vaud
Montricher,Vaud
Morcles,Vaud
Morges,Vaud
Morrens VD,Vaud
Moudon,Vaud
Mur (Vully) VD,Vaud
Mutrux,Vaud
Mézery-près-Donneloye,Vaud
Mézières VD,Vaud
Naz,Vaud
Neyruz-sur-Moudon,Vaud
Novalles,Vaud
Noville,Vaud
Nuvilly,Vaud
Nyon,Vaud
Ogens,Vaud
Oleyres,Vaud
Ollon VD,Vaud
Onnens VD,Vaud
Oppens,Vaud
Orbe,Vaud
Orges,Vaud
Orny,Vaud
Oron-la-Ville,Vaud
Oron-le-Châtel,Vaud
Orzens,Vaud
Oulens-sous-Echallens,Vaud
Oulens-sur-Lucens,Vaud
Pailly,Vaud
Palézieux,Vaud
Palézieux-Village,Vaud
Pampigny,Vaud
Panex,Vaud
Paudex,Vaud
Payerne,Vaud
Peney-le-Jorat,Vaud
Penthalaz,Vaud
Penthaz,Vaud
Penthéréaz,Vaud
Perroy,Vaud
Peyres-Possens,Vaud
Pizy,Vaud
Poliez-Pittet,Vaud
Poliez-le-Grand,Vaud
Pompaples,Vaud
Pomy,Vaud
Prahins,Vaud
Prangins,Vaud
Premier,Vaud
Prilly,Vaud
Provence,Vaud
Préverenges,Vaud
Prévonloup,Vaud
Puidoux,Vaud
Pully,Vaud
Rances,Vaud
Renens VD,Vaud
Rennaz,Vaud
Reverolle,Vaud
Riex,Vaud
Rivaz,Vaud
Roche VD,Vaud
Rolle,Vaud
Romainmôtier,Vaud
Romairon,Vaud
Romanel-sur-Lausanne,Vaud
Romanel-sur-Morges,Vaud
Ropraz,Vaud
Rossenges,Vaud
Rossens VD,Vaud
Rossinière,Vaud
Rougemont,Vaud
Rovray,Vaud
Rueyres,Vaud
Salavaux,Vaud
Sarzens,Vaud
Sassel,Vaud
Saubraz,Vaud
Savigny,Vaud
Seigneux,Vaud
Senarclens,Vaud
Sergey,Vaud
Servion,Vaud
Signy,Vaud
Sottens,Vaud
St-Barthélemy VD,Vaud
St-Cergue,Vaud
St-Cierges,Vaud
St-George,Vaud
St-Livres,Vaud
St-Légier-La Chiésaz,Vaud
St-Oyens,Vaud
St-Prex,Vaud
St-Saphorin (Lavaux),Vaud
St-Saphorin-sur-Morges,Vaud
St-Sulpice VD,Vaud
St-Triphon,Vaud
Ste-Croix,Vaud
Suchy,Vaud
Sugnens,Vaud
Sullens,Vaud
Suscévaz,Vaud
Syens,Vaud
Sédeilles,Vaud
Sévery,Vaud
Tannay,Vaud
Tartegnin,Vaud
Territet,Vaud
Thierrens,Vaud
Tolochenaz,Vaud
Trey,Vaud
Treycovagnes,Vaud
Treytorrens (Payerne),Vaud
Trélex,Vaud
Ursins,Vaud
Valeyres-sous-Montagny,Vaud
Valeyres-sous-Rances,Vaud
Valeyres-sous-Ursins,Vaud
Vallamand,Vaud
Vallorbe,Vaud
Vaugondry,Vaud
Vaulion,Vaud
Vaumarcus,Vaud
Vaux-sur-Morges,Vaud
Vers-chez-Perrin,Vaud
Vers-l'Eglise,Vaud
Versoix,Vaud
Vevey,Vaud
Veytaux,Vaud
Vich,Vaud
Villard-sur-Chamby,Vaud
Villars-Bozon,Vaud
Villars-Bramard,Vaud
Villars-Burquin,Vaud
Villars-Epeney,Vaud
Villars-Mendraz,Vaud
Villars-Ste-Croix,Vaud
Villars-Tiercelin,Vaud
Villars-le-Comte,Vaud
Villars-le-Grand,Vaud
Villars-le-Terroir,Vaud
Villars-sous-Champvent,Vaud
Villars-sous-Yens,Vaud
Villars-sur-Ollon,Vaud
Villarzel,Vaud
Villeneuve VD,Vaud
Villette (Lavaux),Vaud
Vinzel,Vaud
Vuarrens,Vaud
Vucherens,Vaud
Vufflens-la-Ville,Vaud
Vufflens-le-Château,Vaud
Vugelles-La Mothe,Vaud
Vuibroye,Vaud
Vuiteboeuf,Vaud
Vulliens,Vaud
Vullierens,Vaud
Yens,Vaud
Yverdon-les-Bains,Vaud
Yvonand,Vaud
Yvorne,Vaud
Allenwinden,Zoug
Alosen,Zoug
Baar,Zoug
Bennau,Zoug
Buonas,Zoug
Cham,Zoug
Edlibach,Zoug
Finstersee,Zoug
Hagendorn,Zoug
Holzhäusern ZG,Zoug
Hünenberg,Zoug
Hünenberg See,Zoug
Menzingen,Zoug
Morgarten,Zoug
Mühlau,Zoug
Neuheim,Zoug
Neuägeri,Zoug
Oberwil b. Zug,Zoug
Oberägeri,Zoug
Risch,Zoug
Rothenthurm,Zoug
Rotkreuz,Zoug
Sattel,Zoug
Sihlbrugg,Zoug
Steinhausen,Zoug
Unterägeri,Zoug
Walchwil,Zoug
Zug,Zoug
Zugerberg,Zoug
Aadorf,Zurich
Aathal-Seegräben,Zurich
Adetswil,Zurich
Adlikon b. Andelfingen,Zurich
Adlikon b. Regensdorf,Zurich
Adliswil,Zurich
Aesch (Neftenbach),Zurich
Aesch ZH,Zurich
Aeugst am Albis,Zurich
Aeugstertal,Zurich
Affoltern am Albis,Zurich
Agasul,Zurich
Alten,Zurich
Altikon,Zurich
Andelfingen,Zurich
Attikon,Zurich
Au ZH,Zurich
Auslikon,Zurich
Bachenbülach,Zurich
Bachs,Zurich
Bassersdorf,Zurich
Bauma,Zurich
Benglen,Zurich
Benken ZH,Zurich
Berg (Dägerlen),Zurich
Berg am Irchel,Zurich
Bertschikon,Zurich
Bertschikon (Gossau ZH),Zurich
Bichelsee,Zurich
Binz,Zurich
Birmensdorf ZH,Zurich
Bonstetten,Zurich
Boppelsen,Zurich
Brütten,Zurich
Brüttisellen,Zurich
Bubikon,Zurich
Buch am Irchel,Zurich
Buchs ZH,Zurich
Bänk (Dägerlen),Zurich
Bäretswil,Zurich
Bülach,Zurich
Dachsen,Zurich
Dickbuch,Zurich
Dielsdorf,Zurich
Dietikon,Zurich
Dietlikon,Zurich
Dinhard,Zurich
Dorf,Zurich
Dägerlen,Zurich
Dällikon,Zurich
Dänikon ZH,Zurich
Dättlikon,Zurich
Dübendorf,Zurich
Dürnten,Zurich
Ebertswil,Zurich
Ebmatingen,Zurich
Effretikon,Zurich
Egg b. Zürich,Zurich
Eglisau,Zurich
Ehrikon,Zurich
Elgg,Zurich
Ellikon am Rhein,Zurich
Ellikon an der Thur,Zurich
Elsau,Zurich
Embrach,Zurich
Erlenbach ZH,Zurich
Esslingen,Zurich
Fahrweid,Zurich
Fehraltorf,Zurich
Feldbach,Zurich
Feuerthalen,Zurich
Fischenthal,Zurich
Flaach,Zurich
Flurlingen,Zurich
Forch,Zurich
Freienstein,Zurich
Freudwil,Zurich
Fällanden,Zurich
Gattikon,Zurich
Gerlikon,Zurich
Geroldswil,Zurich
Gibswil,Zurich
Glattbrugg,Zurich
Glattfelden,Zurich
Glattpark (Opfikon),Zurich
Gockhausen,Zurich
Gossau ZH,Zurich
Grafstal,Zurich
Greifensee,Zurich
Gräslikon,Zurich
Grüningen,Zurich
Grüt (Gossau ZH),Zurich
Gundetswil,Zurich
Guntalingen,Zurich
Gutenswil,Zurich
Gündisau,Zurich
Hagenbuch ZH,Zurich
Hauptikon,Zurich
Hausen am Albis,Zurich
Hedingen,Zurich
Henggart,Zurich
Herrliberg,Zurich
Hettlingen,Zurich
Hinteregg,Zurich
Hinwil,Zurich
Hirzel,Zurich
Hittnau,Zurich
Hochfelden,Zurich
Hofstetten ZH,Zurich
Hombrechtikon,Zurich
Horgen,Zurich
Horgenberg,Zurich
Humlikon,Zurich
Höri,Zurich
Hünikon (Neftenbach),Zurich
Hüntwangen,Zurich
Hütten,Zurich
Hüttikon,Zurich
Illnau,Zurich
Kappel am Albis,Zurich
Kefikon ZH,Zurich
Kemptthal,Zurich
Kilchberg ZH,Zurich
Kleinandelfingen,Zurich
Kloten,Zurich
Knonau,Zurich
Kollbrunn,Zurich
Kyburg,Zurich
Küsnacht ZH,Zurich
Langnau am Albis,Zurich
Langwiesen,Zurich
Laupen ZH,Zurich
Lindau,Zurich
Lufingen,Zurich
Madetswil,Zurich
Marthalen,Zurich
Maschwanden,Zurich
Maur,Zurich
Meilen,Zurich
Menzengrüt,Zurich
Mettmenstetten,Zurich
Männedorf,Zurich
Mönchaltorf,Zurich
Nassenwil,Zurich
Neerach,Zurich
Neftenbach,Zurich
Neschwil,Zurich
Niederglatt ZH,Zurich
Niederhasli,Zurich
Niederweningen,Zurich
Nohl,Zurich
Nänikon,Zurich
Nürensdorf,Zurich
Oberembrach,Zurich
Oberengstringen,Zurich
Oberglatt ZH,Zurich
Oberhasli,Zurich
Oberohringen,Zurich
Oberrieden,Zurich
Oberstammheim,Zurich
Oberweningen,Zurich
Oberwil (Dägerlen),Zurich
Obfelden,Zurich
Oerlingen,Zurich
Oetwil am See,Zurich
Oetwil an der Limmat,Zurich
Opfikon,Zurich
Ossingen,Zurich
Otelfingen,Zurich
Ottenbach,Zurich
Ottikon (Gossau ZH),Zurich
Ottikon b. Kemptthal,Zurich
Pfaffhausen,Zurich
Pfungen,Zurich
Pfäffikon ZH,Zurich
Rafz,Zurich
Regensberg,Zurich
Regensdorf,Zurich
Reutlingen (Winterthur),Zurich
Rheinau,Zurich
Richterswil,Zurich
Rickenbach Sulz,Zurich
Rickenbach ZH,Zurich
Ricketwil (Winterthur),Zurich
Riedikon,Zurich
Riet (Neftenbach),Zurich
Rifferswil,Zurich
Rikon im Tösstal,Zurich
Rorbas,Zurich
Rudolfingen,Zurich
Rumlikon,Zurich
Russikon,Zurich
Rutschwil (Dägerlen),Zurich
Rämismühle,Zurich
Rümlang,Zurich
Rüschlikon,Zurich
Rüti ZH,Zurich
Saland,Zurich
Samstagern,Zurich
Schalchen,Zurich
Schlatt ZH,Zurich
Schleinikon,Zurich
Schlieren,Zurich
Schmidrüti,Zurich
Schwerzenbach,Zurich
Schöfflisdorf,Zurich
Schönenberg ZH,Zurich
Sennhof (Winterthur),Zurich
Seuzach,Zurich
Siglistorf,Zurich
Sihlbrugg,Zurich
Sihlbrugg Station,Zurich
Sihlwald,Zurich
Stadel (Winterthur),Zurich
Stadel b. Niederglatt,Zurich
Stallikon,Zurich
Steg im Tösstal,Zurich
Steinmaur,Zurich
Sternenberg,Zurich
Stäfa,Zurich
Sulzbach,Zurich
Sünikon,Zurich
Tagelswangen,Zurich
Tann,Zurich
Teufen ZH,Zurich
Thalheim an der Thur,Zurich
Thalwil,Zurich
Theilingen,Zurich
Truttikon,Zurich
Trüllikon,Zurich
Turbenthal,Zurich
Uerikon,Zurich
Uerzlikon,Zurich
Uetikon am See,Zurich
Uetliberg,Zurich
Uhwiesen,Zurich
Uitikon Waldegg,Zurich
Unterengstringen,Zurich
Unterohringen,Zurich
Unterstammheim,Zurich
Urdorf,Zurich
Uster,Zurich
Volken,Zurich
Volketswil,Zurich
Wald ZH,Zurich
Wallisellen,Zurich
Waltalingen,Zurich
Wangen b. Dübendorf,Zurich
Wasterkingen,Zurich
Watt,Zurich
Weiach,Zurich
Weiningen ZH,Zurich
Weisslingen,Zurich
Wermatswil,Zurich
Wernetshausen,Zurich
Wettswil,Zurich
Wetzikon ZH,Zurich
Wiesendangen,Zurich
Wil ZH,Zurich
Wila,Zurich
Wildberg,Zurich
Wildensbuch,Zurich
Wilen b. Neunforn,Zurich
Windlach,Zurich
Winkel,Zurich
Winterberg ZH,Zurich
Winterthur,Zurich
Wolfhausen,Zurich
Wädenswil,Zurich
Zell ZH,Zurich
Zollikerberg,Zurich
Zollikon,Zurich
Zumikon,Zurich
Zweidlen,Zurich
Zwillikon,Zurich
Zürich,Zurich
